
id,content_name,is_ott,분류코드,개봉일,감독_및_PD,시청자수,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
869,Shingeki no Kyojin,N,MOVIE_DOC_CRIME,2019-05-17,NA,886972,TV,13,24,NA,Japan,Japanese,19금,"Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations.

After witnessing a horrific personal loss at the hands of the invading creatures, Eren Yeager dedicates his life to their eradication by enlisting into the Survey Corps, an elite military unit that combats the merciless humanoids outside the protection of the walls. Based on Hajime Isayama's award-winning manga, Shingeki no Kyojin follows Eren, along with his adopted sister Mikasa Ackerman and his childhood friend Armin Arlert, as they join the brutal war against the titans and race to discover a way of defeating them before the last walls are breached.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/10/47347.jpg,NA,NA,"Action, Military, Mystery"
870,Akame ga Kill!,N,MOVIE_SPORTS_OLYMPICS,2015-11-17,NA,631087,TV,13,25,NA,Japan,Japanese,19금,"Night Raid is the covert assassination branch of the Revolutionary Army, an uprising assembled to overthrow Prime Minister Honest, whose avarice and greed for power has lead him to take advantage of the child emperor's inexperience. Without a strong and benevolent leader, the rest of the nation is left to drown in poverty, strife, and ruin. Though the Night Raid members are all experienced killers, they understand that taking lives is far from commendable and that they will likely face retribution as they mercilessly eliminate anyone who stands in the revolution's way.

This merry band of assassins' newest member is Tatsumi, a naïve boy from a remote village who had embarked on a journey to help his impoverished hometown and was won over by not only Night Raid's ideals, but also their resolve. Akame ga Kill! follows Tatsumi as he fights the Empire and comes face-to-face with powerful weapons, enemy assassins, challenges to his own morals and values, and ultimately, what it truly means to be an assassin with a cause.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/6/78438.jpg,NA,NA,"Action, Adventure, Fantasy"
871,One Punch Man,N,KVARIETY_028,2016-11-11,NA,846237,TV,13,24,NA,Japan,Japanese,19금,"The seemingly ordinary and unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, he trained relentlessly for three yearsand lost all of his hair in the process. Now, Saitama is incredibly powerful, so much so that no enemy is able to defeat him in battle. In fact, all it takes to defeat evildoers with just one punch has led to an unexpected problemhe is no longer able to enjoy the thrill of battling and has become quite bored.

This all changes with the arrival of Genos, a 19-year-old cyborg, who wishes to be Saitama's disciple after seeing what he is capable of. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society, and Saitama, shocked that no one knows who he is, quickly agrees. And thus begins the story of One Punch Man, an action-comedy that follows an eccentric individual who longs to fight strong enemies that can hopefully give him the excitement he once felt and just maybe, he'll become popular in the process.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/12/76049.jpg,NA,NA,"Action, Sci-Fi, Comedy"
872,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,N,KDRAMA_073,2023-11-10,NA,875594,TV,24,25,NA,Japan,Japanese,15세,"Life in the bustling city of Orario is never dull, especially for Bell Cranel, a naïve young man who hopes to become the greatest adventurer in the land. After a chance encounter with the lonely goddess, Hestia, his dreams become a little closer to reality. With her support, Bell embarks on a fantastic quest as he ventures deep within the city's monster-filled catacombs, known only as the ""Dungeon."" Death lurks around every corner in the cavernous depths of this terrifying labyrinth, and a mysterious power moves amidst the shadows.

Even on the surface, survival is a hard-earned privilege. Indeed, nothing is ever certain in a world where gods and humans live and work together, especially when they often struggle to get along. One thing is for sure, though: a myriad of blunders, triumphs and friendships awaits the dauntlessly optimistic protagonist of this herculean tale.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/2/70187.jpg,NA,NA,"Action, Adventure, Comedy"
873,3-gatsu no Lion,N,KVARIETY_164,2018-08-11,NA,896729,TV,13,24,NA,Japan,Japanese,15세,"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall.

However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/12/82901.jpg,NA,NA,"Game, Slice of Life, Drama"
874,Nejimaki Seirei Senki: Tenkyou no Alderamin,N,DRAMA_ACTION_SPY,2017-03-28,NA,756953,TV,12,24,NA,Japan,Japanese,19금,"The world is thrown into chaos when the Katjvarna empire takes arms against the Republic of Kioka. Our hero, Ikta, detests war but ultimately has no choice but to become a High Grade Military Officer to defend his land. No one could have ever imagined that this lazy womanizer would eventually become the hero everyone needed. 
",https://myanimelist.cdn-dena.com/images/anime/11/79531.jpg,NA,NA,"Action, Adventure, Fantasy"
875,Hibike! Euphonium,N,KDRAMA_072,2018-04-13,NA,791185,TV,24,23,NA,Japan,Japanese,15세,"After swearing off music due to an incident at the middle school regional concert band competition, euphonist Kumiko Oumae enters high school hoping for a fresh start. As fate would have it, she ends up being surrounded by people with an interest in the high school brass band. Kumiko finds the motivation she needs to make music once more with the help of her bandmates, some of whom are new like novice tubist Hazuki Katou; veteran contrabassist Sapphire Kawashima; and band vice president and fellow euphonist Asuka Tanaka. Others are old friends, like Kumiko's childhood friend and hornist-turned-trombonist Shuuichi Tsukamoto, and trumpeter and bandmate from middle school, Reina Kousaka.

However, in the band itself, chaos reigns supreme. Despite their intention to qualify for the national band competition, as they currently are, just competing in the local festival will be a challengeunless the new band advisor Noboru Taki does something about it.

From the studio that animated Suzumiya Haruhi no Yuuutsu, Kyoto Animation's Hibike! Euphonium is a fresh and musical take on the slice-of-life staple that is the high school student's struggle to deal with their past, find romance, and realize their dreams and aspirations.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/6/72445.jpg,NA,NA,"Drama, Music, School"
876,Hai to Gensou no Grimgar,N,KVARIETY_195,2023-05-24,NA,698007,TV,12,25,NA,Japan,Japanese,15세,"Fear, survival, instinct. Thrown into a foreign land with nothing but hazy memories and the knowledge of their name, they can feel only these three emotions resonating deep within their souls. A group of strangers is given no other choice than to accept the only paying job in this game-like worldthe role of a soldier in the Reserve Armyand eliminate anything that threatens the peace in their new world, Grimgar.

When all of the stronger candidates join together, those left behind must create a party together to survive: Manato, a charismatic leader and priest; Haruhiro, a nervous thief; Yume, a cheerful hunter; Shihoru, a shy mage; Mogzo, a kind warrior; and Ranta, a rowdy dark knight. Despite its resemblance to one, this is no gamethere are no redos or respawns; it is kill or be killed. 

It is now up to this ragtag group of unlikely fighters to survive together in a world where life and death are separated only by a fine line. 

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/13/77976.jpg,NA,NA,"Action, Adventure, Drama"
877,Made in Abyss,N,KDRAMA_039,2014-04-24,NA,985054,TV,12,25,NA,Japan,Japanese,19금,"The Abyssa gaping chasm stretching down into the depths of the earth, filled with mysterious creatures and relics from a time long past. How did it come to be? What lies at the bottom? Countless brave individuals, known as Divers, have sought to solve these mysteries of the Abyss, fearlessly descending into its darkest realms. The best and bravest of the Divers, the White Whistles, are hailed as legends by those who remain on the surface.

Riko, daughter of the missing White Whistle Lyza the Annihilator, aspires to become like her mother and explore the furthest reaches of the Abyss. However, just a novice Red Whistle herself, she is only permitted to roam its most upper layer. Even so, Riko has a chance encounter with a mysterious robot with the appearance of an ordinary young boy. She comes to name him Reg, and he has no recollection of the events preceding his discovery. Certain that the technology to create Reg must come from deep within the Abyss, the two decide to venture forth into the chasm to recover his memories and see the bottom of the great pit with their own eyes. However, they know not of the harsh reality that is the true existence of the Abyss.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/6/86733.jpg,NA,NA,"Sci-Fi, Adventure, Mystery"
878,Knight's & Magic,N,DRAMA_CRIME_GEN,2017-02-27,NA,871702,TV,12,24,NA,Japan,Japanese,15세,"A mecha otaku is reincarnated into another world as Ernesti Echevarria, also known as Eru. In this world, huge humanoid weapons known as Silhouette Knights exist. Dreaming of piloting those robots, Eru and his friends, Archid Olter and Adeltrud Olter, aim to become Knight Runners.",https://myanimelist.cdn-dena.com/images/anime/5/85914.jpg,NA,NA,"Action, Fantasy, Mecha"
879,Little Witch Academia (TV),N,KVARIETY_109,2013-05-12,NA,653814,TV,13,23,NA,Japan,Japanese,12세,"In a time when magic is on the decline amid society, Atsuko Kagari is a cheerful girl who enters Luna Nova Academy in order to accomplish her dream of becoming a witch like her idol, Shiny Chariot. Shiny Chariot is a famous witch who disappeared from public view many years ago. On her way to school, Kagari meets the kind Lotte Yanson and the mischevious Sucy Manbavaran and the three become friends as they share a bedroom in campus. At the academy, Atsuko soon discovers she is in serious disadvantage compared to the other girls since she doesn`t come from a magical family and is required to learn the magical curriculum from scratch. Having found an item that once belonged to Chariot, Atsuko must discover how to activate and properly use the mysterious Shiny Rod as she hopes it might lead to finding out what has truly happened to her vanished idol.

(Source: ANN) ",https://myanimelist.cdn-dena.com/images/anime/13/83934.jpg,NA,NA,"Adventure, Comedy, Magic"
880,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",N,DRAMA_HORROR_OCCULT,2020-07-10,NA,802648,TV,12,25,NA,Japan,Japanese,19금,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts towards stopping the invasion.

Three months after the attack, Youji has been tasked with leading a special recon team, as part of a JSDF task force, that will be sent to the world beyond the gatenow being referred to as the ""Special Region."" They must travel into this unknown world in order to learn more about what they are dealing with and attempt to befriend the locals in hopes of creating peaceful ties with the ruling empire. But if they fail, they face the consequence of participating in a devastating war that will engulf both sides of the gate.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/8/76222.jpg,NA,NA,"Action, Military, Adventure"
881,Koutetsujou no Kabaneri,N,MOVIE_ACTION_HISTORICAL,2022-09-08,NA,650786,TV,24,23,NA,Japan,Japanese,19금,"The world is in the midst of the industrial revolution when horrific creatures emerge from a mysterious virus, ripping through the flesh of humans to sate their never-ending appetite. The only way to kill these beings, known as ""Kabane,"" is by destroying their steel-coated hearts. However, if bitten by one of these monsters, the victim is doomed to a fate worse than death, as the fallen rise once more to join the ranks of their fellow undead.

Only the most fortified of civilizations have survived this turmoil, as is the case with the island of Hinomoto, where mankind has created a massive wall to protect themselves from the endless hordes of Kabane. The only way into these giant fortresses is via heavily-armored trains, which are serviced and built by young men such as Ikoma. Having created a deadly weapon that he believes will easily pierce through the hearts of Kabane, Ikoma eagerly awaits the day when he will be able to fight using his new invention. Little does he know, however, that his chance will come much sooner than he expected...

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/12/79164.jpg,NA,NA,"Action, Horror, Drama"
882,Panty & Stocking with Garterbelt,N,KVARIETY_131,2013-03-28,NA,822092,TV,12,25,NA,Japan,Japanese,19금,"The ""Anarchy Sisters,"" Panty and Stocking, have been kicked out of Heaven for, to put it mildly, misbehaving. Led by a priest named Garterbelt, these angels must buy their way back by exterminating ghosts in Daten City. But this task requires unconventional weapons for these unorthodox angelsthey transform their lingerie into weapons to dispatch the spirits. Unfortunately, neither of them take their duties seriously, as they rather spend their time in pursuit of other ""hobbies"": Panty prefers to sleep with anything that walks, and Stocking favors stuffing her face with sweets than hunting ghosts.

Follow these two unruly angels as they battle ghosts, an overflow of bodily fluids, and their own tendency to get side-tracked in Panty & Stocking with Garterbelt.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/12/73643.jpg,NA,NA,"Action, Comedy, Parody"
883,Rokka no Yuusha,N,DRAMA_FANTASY_FOLKLORE,2021-10-11,NA,821566,TV,13,24,NA,Japan,Japanese,15세,"An ancient legend states that with the revival of the Demon God, six heroesthe Braves of the Six Flowerswill be chosen by the Goddess of Fate, granting them power to rise up against the fiends attempting to turn the world into a living hell. Adlet Mayer, self-proclaimed ""Strongest Man in the World,"" has arrived at the continent of Piena in hopes of becoming a Brave. Although it doesn't go as smoothly as he had planned, Adlet is ultimately chosen as one of the six heroes shortly after being greeted by Nashetania Loei Piena Augustra, crown princess and fellow Brave.

Rokka no Yuusha follows the two as they embark upon their destined journey to fight the Demon God, intending to meet up with their fellow heroes at a small temple outside of the Land of the Howling Demons, the fiends' domain. However, when they finally unite, seven heroes are present, and soon the others begin to suspect Adlet to be a fraud. Now on the run, Adlet must utilize his unique skill set and wit in a fight for his life to identify which member of the group is the true impostor before it's too late!

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/9/74374.jpg,NA,NA,"Action, Adventure, Fantasy"
884,Utawarerumono: Itsuwari no Kamen,N,MOVIE_ANIME_GIRLS,2019-04-08,NA,699902,TV,13,25,NA,Japan,Japanese,15세,"Waking up cold and alone in the woods, a nameless man is surrounded by unfamiliar scenes. Without any memories, he is utterly lost until he stumbles upon Kuona young girl with animal ears and a tail. She saves him, leading him back to her town while protecting them both from ""boro-gigiri""giant centipede-like creaturesand a mysterious red slime. After they arrive, she names him Haku after a prominent historical figure from the area. He quickly realizes he is one of a kindthe only one without animal ears and a tail. The two journey to the capital of Yamato, the country in which Kuon lives, meeting more people and making new friends, all the while unknowingly delving deeper into the politics and inner conflicts of Yamato...

Utawarerumono: Itsuwari no Kamen follows Haku as he slowly uncovers the secrets of this alien world. He works to solve the mysteries surrounding the red slimes, as well as to stop war from erupting among the nearby countries.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/8/75968.jpg,NA,NA,"Action, Drama, Fantasy"
885,Re:Creators,N,KVARIETY_002,2013-12-08,NA,637134,TV,13,23,NA,Japan,Japanese,19금,"Humans have designed countless worldseach one born from the unique imagination of its creator. Souta Mizushino is a high school student who aspires to be such a creator by writing and illustrating his own light novel. One day, while watching anime for inspiration, he is briefly transported into a fierce fight scene. When he returns to the real world, he realizes something is amiss: the anime's headstrong heroine, Celestia Yupitilia, has somehow returned with him.

Before long, other fictional characters appear in the world, carrying the hopes and scars of their home. A princely knight, a magical girl, a ruthless brawler, and many others now crowd the streets of Japan. However, the most mysterious one is a woman in full military regalia, dubbed ""Gunpuku no Himegimi,"" who knows far more than she should about the creators' world. Despite this, no one knows her true name or the world she is from.

Meanwhile, Souta and Celestia work together with Meteora Österreich, a calm and composed librarian NPC, to uncover the meaning behind these unnatural events. With powerful forces at play, the once clear line between reality and imagination continues to blur, leading to a fateful meeting between creators and those they created.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/11/85469.jpg,NA,NA,"Action, Sci-Fi, Fantasy"
886,Toaru Kagaku no Railgun,N,KDRAMA_045,2010-11-27,NA,777946,TV,24,23,NA,Japan,Japanese,15세,"The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven ""Level 5"" espers are the most powerful in Academy City, and ranked third among them is middle schooler Mikoto Misaka, an electricity manipulator known as ""The Railgun.""

When strange incidents begin occurring throughout the city, she finds each crime to be connected to the elusive ""Level Upper,"" a legendary device that allegedly increases the esper level of its user. As the situation escalates, it becomes apparent that there is more to the Level Upper than meets the eye, and that Academy City may be a far more twisted place than the glamorous utopia it appears to be.

Toaru Kagaku no Railgun focuses on Mikoto and her friendsand the dangerous situations they find themselves inas they get caught up in the matter of the Level Upper. As Mikoto says, ""There's never a dull moment in this city.""

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/8/53581.jpg,NA,NA,"Action, Sci-Fi, Super Power"
887,Ookami to Koushinryou,N,KVARIETY_025,2019-02-23,NA,914419,TV,12,25,NA,Japan,Japanese,15세,"Holo is a powerful wolf deity who is celebrated and revered in the small town of Pasloe for blessing the annual harvest. Yet as years go by and the villagers become more self-sufficient, Holo, who stylizes herself as the ""Wise Wolf of Yoitsu,"" has been reduced to a mere folk tale. When a traveling merchant named Kraft Lawrence stops at Pasloe, Holo offers to become his business partner if he eventually takes her to her northern home of Yoitsu. The savvy trader recognizes Holo's unusual ability to evaluate a person's character and accepts her proposition. Now in the possession of both sharp business skills and a charismatic negotiator, Lawrence inches closer to his goal of opening his own shop. However, as Lawrence travels the countryside with Holo in search of economic opportunities, he begins to realize that his aspirations are slowly morphing into something unexpected.

Based on the popular light novel of the same name, Ookami to Koushinryou, also known as Spice and Wolf, fuses the two polar genres of economics and romance to create an enthralling story abundant with elaborate schemes, sharp humor, and witty dialogue. Ookami to Koushinryou is more than just a story of bartering; it turns into a journey of searching for a lost identity in an ever-changing world.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/5/59401.jpg,NA,NA,"Adventure, Fantasy, Historical"
888,Youjo Senki,N,KVARIETY_121,2023-06-14,NA,657902,TV,12,25,NA,Japan,Japanese,19금,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of witswhich resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/5/82890.jpg,NA,NA,"Military, Magic"
889,Kyoukai no Rinne (TV),N,KDRAMA_040,2015-04-12,NA,831404,TV,24,23,NA,Japan,Japanese,15세,"A very strange thing happened to Mamiya Sakura as a child: She disappeared in the woods behind her grandmother's house. Of course, Sakura doesn't quite recall what happened next, but she's been seeing dead people ever sinceghosts at home, ghosts at school, and even ghosts on the street.

Now that she's in high school, another strange thing has happened in her life. A desk next to her that's sat empty all year is suddenly filled by an oddly-dressed boy named Rokudou Rinne. Rinne seems to be capable of seeing the same things Sakura does, and sometimes, other people can't even see him. What sort of secret is Rinne-kun hiding, and how is he connected to Sakura's strange power? In Kyoukai no Rinne, another world exists alongside the one we live in. Thanks to Rinne, Mamiya Sakura will get to know this world and the wacky characters that inhabit it.",https://myanimelist.cdn-dena.com/images/anime/13/73436.jpg,NA,NA,"Comedy, Supernatural, Romance"
890,Isekai Shokudou,N,KDRAMA_039,2011-09-15,NA,811242,TV,24,23,NA,Japan,Japanese,15세,"At the bottom floor of the building with a dog signboard, in the shopping district near the office street, there lies a cafeteria called ""Youshoku no Nekoya,"" that has an illustration of a cat on the door. It's been open for fifty years and has satisfied various salarymen from nearby offices. Despite it being called a Western cuisine cafeteria, it also provides other varieties of menus. For the people of this certain world, it's their one-and-only special cafeteria.

There is, however, one secret to ""Nekoya."" The cafeteria is closed to the public every Saturday in order to make way for special guests. When a bell rings, customers from different places of birth and races appear who ask for mysterious and delicious dishes. They are actually the same dishes served to the salarymen, but these special guests find them to be more exotic than to what they are used to. As the cafeteria aims to serve masterpieces, it is usually referred as ""Isekai Shokudou.""

And so, the bell rings again this week.

(Source: MAL News)",https://myanimelist.cdn-dena.com/images/anime/3/86666.jpg,NA,NA,"Mystery, Comedy, Fantasy"
891,Princess Principal,N,KDRAMA_054,2018-06-02,NA,672952,TV,24,25,NA,Japan,Japanese,19금,"In the early 20th century, the discovery of the substance Cavorite allowed the production of advanced military technology and steered the country toward conflict. London is now divided by a wall, and the Kingdom and the Commonwealth of Albion battle a silent war where espionage is the only weapon that can destabilize the enemy. A group of girls from the prestigious Queen's Mayfaire school work as undercover spies for the Commonwealth.  

Led by Dorothy, an experienced driver with a striking personality, their group includes the talents of Ange le Carré, a cold-blooded liar and expert sharpshooter; Chise, a proficient samurai; and Beatrice, a voice-mimicking specialist. They use their unique individual skills for the Commonwealth to survive in a dark world filled with conspiracy, mystery, and infiltration. In the shadow of the war, they have only one goal in mind: completing their mission.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/7/86768.jpg,NA,NA,"Action, Mystery"
892,Sakura Quest,N,KVARIETY_012,2024-11-21,NA,819645,TV,13,25,NA,Japan,Japanese,15세,"Tired of her rural home, recent college graduate Yoshino Koharu is desperate to lead a more exciting life in Tokyo. After a fruitless job hunt, she finally receives a part-time offer as queen of the bizarre ""Kingdom of Chupakabura,"" a rundown mini-attraction in the small agricultural town of Manoyama. However, Yoshino discovers upon her arrival in Manoyama that she was mistaken for a celebrity and the job offer was a mistake. Left with no other options, Yoshino reluctantly agrees to take on the role and aid the Board of Tourism in their efforts to revitalize Manoyama. Determined to bring excitement to the dying town with the help of local residents, the queen enacts a series of projects to highlight the beauty and charm of Manoyama's culture.

Sakura Quest delves into the story of a tight-knit community that is struggling to balance change while also maintaining the rich traditions and bonds which define their identity.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/6/85222.jpg,NA,NA,"Slice of Life, Comedy"
893,Akatsuki no Yona,N,MOVIE_FANTASY_GRIMREAPER,2021-11-22,NA,922988,TV,24,24,NA,Japan,Japanese,15세,"Princess Yona lives a life of luxury and ease, completely sheltered from the problems of the seemingly peaceful Kingdom of Kouka; however, the sudden murder of the king and betrayal of her beloved cousin Su-won places Yona's life in mortal peril. Forced to escape only with Son Hak, who is both her childhood friend and bodyguard, the naïve princess soon discovers that Kouka is not the idyllic place she envisioned it to be. Poverty, strife, and corruption run rampant, making reclaiming the throne nothing more than a wishful fantasy given the kingdom's current state.

Based on the popular manga of the same name by Mizuho Kusanagi, Akatsuki no Yona follows Princess Yona on a coming-of-age adventure as she faces the harsh realities of her kingdom. With only a mysterious legend to guide her, Yona must discover a way to restore Kouka to its former glory while being pursued relentlessly by the forces of the new King of Kouka.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/9/64225.jpg,NA,NA,"Action, Adventure, Comedy"
894,Hitsugi no Chaika,N,DRAMA_CRIME_SERIAL,2022-01-25,NA,811479,TV,24,23,NA,Japan,Japanese,19금,"For 500 years, the Taboo Emperor, Arthur Gaz, ruled the Gaz Empire with an iron fist and conducted inhumane experiments on his own people. But his reign came to an end five years ago, when mighty warriorslater known as the Eight Heroesdefeated him in a battle for the capital. His death ended the 300-yearlong war between the Gaz Empire and the alliance of six nations.

In the present day, Tooru Acura is a former saboteur from the war who has difficulty settling into the peaceful world, as he cannot find a job where he can put his fighting skills to use. An opportunity appears before him, however, when he meets a white-haired Wizard named Chaika Trabant. With a coffin on her back, she is searching for the scattered remains of her father in order to give him a proper burial, and she hires Tooru and his adoptive sister Akari to help her. However, the six nations alliance, which have now formed the Council of Six Nations, dispatches Albéric Gillette and his men from the Kleeman Agency to pursue and apprehend the late Emperor Gaz's daughterChaika.

With the shocking revelation of Chaika's identity, the Acura siblings must choose between helping her gather the remains of the tyrannical emperor and upholding the peace the continent strives to maintain.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/4/61781.jpg,NA,NA,"Action, Adventure, Comedy"
895,Re:Zero kara Hajimeru Isekai Seikatsu,N,KDRAMA_081,2017-01-27,NA,749448,TV,12,23,NA,Japan,Japanese,19금,"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things aren't looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.

However, Subaru immediately reawakens to a familiar sceneconfronted by the same group of thugs, meeting Satella all over againthe enigma deepens as history inexplicably repeats itself.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/11/79410.jpg,NA,NA,"Psychological, Drama, Thriller"
896,Kono Subarashii Sekai ni Shukufuku wo!,N,DRAMA_SCHOOL_CAMPUS,2016-04-02,NA,697748,TV,13,24,NA,Japan,Japanese,15세,"After dying a laughable and pathetic death on his way back from buying a game, high school student and recluse Kazuma Satou finds himself sitting before a beautiful but obnoxious goddess named Aqua. She provides the NEET with two options: continue on to heaven or reincarnate in every gamer's dreama real fantasy world! Choosing to start a new life, Kazuma is quickly tasked with defeating a Demon King who is terrorizing villages. But before he goes, he can choose one item of any kind to aid him in his quest, and the future hero selects Aqua. But Kazuma has made a grave mistakeAqua is completely useless!

Unfortunately, their troubles don't end here; it turns out that living in such a world is far different from how it plays out in a game. Instead of going on a thrilling adventure, the duo must first work to pay for their living expenses. Indeed, their misfortunes have only just begun!

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/8/77831.jpg,NA,NA,"Adventure, Comedy, Supernatural"
897,Kino no Tabi: The Beautiful World - The Animated Series,N,KDRAMA_057,2017-03-12,NA,815597,TV,12,25,NA,Japan,Japanese,19금,"When 15-year-old Kino is feeling weighed down by heavy thoughts, one thing always manages to cheer her up: traveling. Nothing fills her heart with joy like exploring the beautiful, wonderful world around her and the fascinating ways people find to live. However, Kino is not as helpless as her cute appearance and courteous demeanor suggest. Armed with ""Cannon"" and ""Woodsman,"" her trusted handguns, Kino isnt afraid to kill anyone who would dare to get in her way. Always by her side is her best friend and loyal companion Hermes, a sentient motorcycle, who supports Kino through the sorrows and hardships of their journey. Together, they travel the vast countryside with the shared goal of always moving forward, and a single rule: never stay in one country for more than three days.

As Kino and Hermes encounter new people and learn the rules of their civilizations, they grow and find out more about their own values and virtues. But as Kino slowly discovers the world around her, she also finds herself facing dangers that linger within the vast unknown.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/13/87235.jpg,NA,NA,"Action, Adventure, Slice of Life"
898,Musaigen no Phantom World,N,KDRAMA_021,2023-11-20,NA,789401,TV,13,24,NA,Japan,Japanese,15세,"Phantoms: supernatural entities such as ghosts or youkai that, until recently, were thought to be superstition. However, when a virus that infects the brain spreads throughout society, people's perception of the world changes as the mythical beings are revealed to have been living alongside humanity the entire time. This virus has also affected those of the next generation significantly, allowing them to develop special abilities that they can use to fight against dangerous phantoms.

Haruhiko Ichijou and Mai Kawakami are two of those that were granted such power as Haruhiko wields the ability to summon and seal phantoms through drawings while Mai imbues the power of the elements into martial arts. Together, along with the friendly phantom Ruru, they form Team E of Hosea Academy which is dedicated to dealing with these often mischievous beings. In a world where the real and surreal intertwine, Musaigen no Phantom World follows the adventures of a group of friends as they handle the everyday troubles caused by phantoms.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/4/78339.jpg,NA,NA,"Action, Comedy, Fantasy"
