업종,연령대,성별,구분,항목,응답수
스킨케어,40~49세,여성,KBF 1순위,패키지/용기 편리성,0
스킨케어,40~49세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",0
스킨케어,40~49세,여성,KBF 1순위,제품 디자인,0
스킨케어,40~49세,여성,KBF 1순위,리뷰,1
스킨케어,40~49세,여성,KBF 1순위,트러블 유무,1
스킨케어,40~49세,여성,KBF 1순위,사용 경험,0
스킨케어,40~49세,여성,KBF 1순위,피부 적합도,0
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",보습력/유분감,64
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)","기능성(미백, 주름개선 등)",64
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",가격,43
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",저자극성,33
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",함유성분/원료,37
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,14
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,16
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",16
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",양/용량,7
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",질감/농도,10
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",향,5
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,6
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",패키지/용기 편리성,8
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",2
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,0
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",1
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",트러블 유무,1
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",피부 적합도,0
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",리뷰,1
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",사용 경험,0
스킨케어,40~49세,여성,"KBF 1,2,3순위 (중복응답)",ESG,0
스킨케어,40~49세,여성,최근 6개월 내 구매 경험,있다,105
스킨케어,40~49세,여성,최근 6개월 내 구매 경험,없다,28
스킨케어,40~49세,여성,향후 6개월 내 구매 의향,구매의향이 있다,106
스킨케어,40~49세,여성,향후 6개월 내 구매 의향,없다,27
스킨케어,40~49세,여성,광고영향력,전혀 없다,3
스킨케어,40~49세,여성,광고영향력,없는 편이다,9
스킨케어,40~49세,여성,광고영향력,보통이다,39
스킨케어,40~49세,여성,광고영향력,있는 편이다,54
스킨케어,40~49세,여성,광고영향력,매우 있다,8
뷰티 디바이스,40~49세,여성,최근 6개월 내 구매 경험,있다,47
뷰티 디바이스,40~49세,여성,최근 6개월 내 구매 경험,없다,86
뷰티 디바이스,40~49세,여성,향후 6개월 내 구매 의향,구매의향이 있다,43
뷰티 디바이스,40~49세,여성,향후 6개월 내 구매 의향,없다,90
뷰티 디바이스,40~49세,여성,KBF 1순위,성능/기능/작동 방식,23
뷰티 디바이스,40~49세,여성,KBF 1순위,"안전성(유해물질, 승인 여부 등)",8
뷰티 디바이스,40~49세,여성,KBF 1순위,주위의 평판/입소문,5
뷰티 디바이스,40~49세,여성,KBF 1순위,가격,2
뷰티 디바이스,40~49세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",5
뷰티 디바이스,40~49세,여성,KBF 1순위,회사 신뢰도,6
뷰티 디바이스,40~49세,여성,KBF 1순위,관리 편의성,5
뷰티 디바이스,40~49세,여성,KBF 1순위,전문가/인플루언서 추천,2
뷰티 디바이스,40~49세,여성,KBF 1순위,할인/이벤트,0
뷰티 디바이스,40~49세,여성,KBF 1순위,A/S,2
뷰티 디바이스,40~49세,여성,KBF 1순위,"부가기능 (다양한 모드, 강도 조절 등)",0
뷰티 디바이스,40~49세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",2
뷰티 디바이스,40~49세,여성,KBF 1순위,제조 국가,0
뷰티 디바이스,40~49세,여성,KBF 1순위,유행,0
뷰티 디바이스,40~49세,여성,KBF 1순위,제품 디자인,0
뷰티 디바이스,40~49세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",0
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",성능/기능/작동 방식,35
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","안전성(유해물질, 승인 여부 등)",23
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",가격,26
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,19
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",관리 편의성,16
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",9
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,10
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","부가기능 (다양한 모드, 강도 조절 등)",8
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",A/S,8
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,10
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,5
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,0
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",2
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",제조 국가,4
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",0
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",유행,0
뷰티 디바이스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",리뷰,0
뷰티 디바이스,40~49세,여성,광고영향력,전혀 없다,0
뷰티 디바이스,40~49세,여성,광고영향력,없는 편이다,1
뷰티 디바이스,40~49세,여성,광고영향력,보통이다,14
뷰티 디바이스,40~49세,여성,광고영향력,있는 편이다,38
뷰티 디바이스,40~49세,여성,광고영향력,매우 있다,7
건강기능식품,40~49세,여성,최근 6개월 내 구매 경험,있다,115
건강기능식품,40~49세,여성,최근 6개월 내 구매 경험,없다,18
건강기능식품,40~49세,여성,향후 6개월 내 구매 의향,구매의향이 있다,116
건강기능식품,40~49세,여성,향후 6개월 내 구매 의향,없다,17
건강기능식품,40~49세,여성,KBF 1순위,영양성분/함량,43
건강기능식품,40~49세,여성,KBF 1순위,구성 원재료,16
건강기능식품,40~49세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",11
건강기능식품,40~49세,여성,KBF 1순위,가격,6
건강기능식품,40~49세,여성,KBF 1순위,주위의 평판/입소문,7
건강기능식품,40~49세,여성,KBF 1순위,회사 신뢰도,9
건강기능식품,40~49세,여성,KBF 1순위,제품 섭취 타입(고체형/액상형 등),11
건강기능식품,40~49세,여성,KBF 1순위,재료 원산지,8
건강기능식품,40~49세,여성,KBF 1순위,전문가/인플루언서 추천,2
건강기능식품,40~49세,여성,KBF 1순위,양/용량,4
건강기능식품,40~49세,여성,KBF 1순위,할인/이벤트,2
건강기능식품,40~49세,여성,KBF 1순위,맛,3
건강기능식품,40~49세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",0
건강기능식품,40~49세,여성,KBF 1순위,패키지/포장 형태,1
건강기능식품,40~49세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",0
건강기능식품,40~49세,여성,KBF 1순위,효능,0
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",영양성분/함량,84
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",가격,51
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",구성 원재료,34
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",28
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,23
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,25
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",제품 섭취 타입(고체형/액상형 등),28
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",재료 원산지,33
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",양/용량,15
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,15
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,7
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",맛,10
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",패키지/포장 형태,4
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",0
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",0
건강기능식품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",효능,0
건강기능식품,40~49세,여성,광고영향력,전혀 없다,0
건강기능식품,40~49세,여성,광고영향력,없는 편이다,8
건강기능식품,40~49세,여성,광고영향력,보통이다,38
건강기능식품,40~49세,여성,광고영향력,있는 편이다,65
건강기능식품,40~49세,여성,광고영향력,매우 있다,12
건강보조기구,40~49세,여성,최근 6개월 내 구매 경험,있다,64
건강보조기구,40~49세,여성,최근 6개월 내 구매 경험,없다,69
건강보조기구,40~49세,여성,향후 6개월 내 구매 의향,구매의향이 있다,54
건강보조기구,40~49세,여성,향후 6개월 내 구매 의향,없다,79
건강보조기구,40~49세,여성,KBF 1순위,성능/기능/작동 방식,34
건강보조기구,40~49세,여성,KBF 1순위,가격,9
건강보조기구,40~49세,여성,KBF 1순위,"안전성(유해물질, 승인 여부 등)",3
건강보조기구,40~49세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",4
건강보조기구,40~49세,여성,KBF 1순위,주위의 평판/입소문,2
건강보조기구,40~49세,여성,KBF 1순위,회사 신뢰도,5
건강보조기구,40~49세,여성,KBF 1순위,A/S,3
건강보조기구,40~49세,여성,KBF 1순위,전문가/인플루언서 추천,2
건강보조기구,40~49세,여성,KBF 1순위,할인/이벤트,1
건강보조기구,40~49세,여성,KBF 1순위,관리 편의성,5
건강보조기구,40~49세,여성,KBF 1순위,"부가기능 (다양한 모드, 강도 조절 등)",5
건강보조기구,40~49세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",1
건강보조기구,40~49세,여성,KBF 1순위,유행,0
건강보조기구,40~49세,여성,KBF 1순위,제품 디자인,1
건강보조기구,40~49세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",0
건강보조기구,40~49세,여성,KBF 1순위,사용 경험,0
건강보조기구,40~49세,여성,KBF 1순위,리뷰,1
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",성능/기능/작동 방식,52
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",가격,39
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)","안전성(유해물질, 승인 여부 등)",20
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",A/S,16
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,17
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",13
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)","부가기능 (다양한 모드, 강도 조절 등)",14
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",관리 편의성,17
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,12
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,12
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,4
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,5
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",2
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",유행,0
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",0
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",리뷰,1
건강보조기구,40~49세,여성,"KBF 1,2,3순위 (중복응답)",사용 경험,0
건강보조기구,40~49세,여성,광고영향력,전혀 없다,0
건강보조기구,40~49세,여성,광고영향력,없는 편이다,3
건강보조기구,40~49세,여성,광고영향력,보통이다,13
건강보조기구,40~49세,여성,광고영향력,있는 편이다,46
건강보조기구,40~49세,여성,광고영향력,매우 있다,14
국내 숙박 예약서비스,40~49세,여성,최근 6개월 내 구매 경험,있다,138
국내 숙박 예약서비스,40~49세,여성,최근 6개월 내 구매 경험,없다,130
국내 숙박 예약서비스,40~49세,여성,향후 6개월 내 구매 의향,구매의향이 있다,198
국내 숙박 예약서비스,40~49세,여성,향후 6개월 내 구매 의향,없다,70
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,저렴한 가격/특가 상품,56
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,"편의성 (이용, 예약, 환불 등)",26
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,"다양한 숙소 종류 예약 가능(호텔, 펜션 등)",33
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,다양한 숙소 보유,16
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,"숙소 검색 편의성(위치, 테마 등)",15
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,숙소별 디테일한 정보 제공,17
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,이용자 리뷰 제공 퀄리티,16
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,주위의 평판/입소문/후기,9
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,"포인트, 적립, 멤버십 혜택",7
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",6
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,고객 응대 서비스,1
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,App 완성도 (UI 및 속도 등),1
국내 숙박 예약서비스,40~49세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",1
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",저렴한 가격/특가 상품,107
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","편의성 (이용, 예약, 환불 등)",72
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","다양한 숙소 종류 예약 가능(호텔, 펜션 등)",70
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","숙소 검색 편의성(위치, 테마 등)",47
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",다양한 숙소 보유,57
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",숙소별 디테일한 정보 제공,49
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",이용자 리뷰 제공 퀄리티,44
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문/후기,42
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","포인트, 적립, 멤버십 혜택",24
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",21
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",고객 응대 서비스,13
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",App 완성도 (UI 및 속도 등),2
국내 숙박 예약서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",3
국내 숙박 예약서비스,40~49세,여성,광고영향력,전혀 없다,1
국내 숙박 예약서비스,40~49세,여성,광고영향력,없는 편이다,18
국내 숙박 예약서비스,40~49세,여성,광고영향력,보통이다,52
국내 숙박 예약서비스,40~49세,여성,광고영향력,있는 편이다,118
국내 숙박 예약서비스,40~49세,여성,광고영향력,매우 있다,15
캠핑용품,40~49세,여성,최근 6개월 내 구매 경험,있다,52
캠핑용품,40~49세,여성,최근 6개월 내 구매 경험,없다,216
캠핑용품,40~49세,여성,향후 6개월 내 구매 의향,구매의향이 있다,75
캠핑용품,40~49세,여성,향후 6개월 내 구매 의향,없다,193
캠핑용품,40~49세,여성,KBF 1순위,"품질(내구성, 마감 등)",13
캠핑용품,40~49세,여성,KBF 1순위,"성능 (방수, 방한, 편의 기능, 안정성)",18
캠핑용품,40~49세,여성,KBF 1순위,가격,9
캠핑용품,40~49세,여성,KBF 1순위,"이용 편의성(설치, 해체, 보관 등)",5
캠핑용품,40~49세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",5
캠핑용품,40~49세,여성,KBF 1순위,휴대성,6
캠핑용품,40~49세,여성,KBF 1순위,제품 디자인,7
캠핑용품,40~49세,여성,KBF 1순위,주위의 평판/입소문,8
캠핑용품,40~49세,여성,KBF 1순위,A/S,1
캠핑용품,40~49세,여성,KBF 1순위,트렌디함,3
캠핑용품,40~49세,여성,KBF 1순위,크기/중량,1
캠핑용품,40~49세,여성,KBF 1순위,친환경적,3
캠핑용품,40~49세,여성,KBF 1순위,브랜드 원산지,0
캠핑용품,40~49세,여성,KBF 1순위,구입 용이(판매처 많음),4
캠핑용품,40~49세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",2
캠핑용품,40~49세,여성,KBF 1순위,이벤트/프로모션,2
캠핑용품,40~49세,여성,KBF 1순위,매장 환경,0
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)","품질(내구성, 마감 등)",33
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",가격,34
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)","성능 (방수, 방한, 편의 기능, 안정성)",32
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)","이용 편의성(설치, 해체, 보관 등)",29
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",휴대성,15
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,18
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",17
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,16
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",크기/중량,5
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",A/S,5
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",구입 용이(판매처 많음),10
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",트렌디함,7
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",친환경적,5
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",이벤트/프로모션,4
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",브랜드 원산지,2
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",3
캠핑용품,40~49세,여성,"KBF 1,2,3순위 (중복응답)",매장 환경,0
캠핑용품,40~49세,여성,광고영향력,전혀 없다,1
캠핑용품,40~49세,여성,광고영향력,없는 편이다,7
캠핑용품,40~49세,여성,광고영향력,보통이다,23
캠핑용품,40~49세,여성,광고영향력,있는 편이다,53
캠핑용품,40~49세,여성,광고영향력,매우 있다,3
인테리어 서비스,40~49세,여성,최근 6개월 내 구매 경험,있다,64
인테리어 서비스,40~49세,여성,최근 6개월 내 구매 경험,없다,204
인테리어 서비스,40~49세,여성,향후 6개월 내 구매 의향,구매의향이 있다,121
인테리어 서비스,40~49세,여성,향후 6개월 내 구매 의향,없다,147
인테리어 서비스,40~49세,여성,KBF 1순위,다양한 상품 판매,24
인테리어 서비스,40~49세,여성,KBF 1순위,인테리어 제품별 디테일한 정보 제공,21
인테리어 서비스,40~49세,여성,KBF 1순위,트렌디한 인테리어 예시 보유,11
인테리어 서비스,40~49세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",5
인테리어 서비스,40~49세,여성,KBF 1순위,주위의 평판/입소문/후기,19
인테리어 서비스,40~49세,여성,KBF 1순위,"정보 검색 편의성 (필터, 기능 등)",8
인테리어 서비스,40~49세,여성,KBF 1순위,인테리어 관련 제품 검색 편의성,11
인테리어 서비스,40~49세,여성,KBF 1순위,"다양한 부가 서비스 제공 (인테리어 시공, 수리 등)",10
인테리어 서비스,40~49세,여성,KBF 1순위,이벤트/프로모션,6
인테리어 서비스,40~49세,여성,KBF 1순위,다양한 브랜드 입점,5
인테리어 서비스,40~49세,여성,KBF 1순위,고객 응대 서비스,3
인테리어 서비스,40~49세,여성,KBF 1순위,App 완성도 (UI 및 속도 등),1
인테리어 서비스,40~49세,여성,KBF 1순위,편의 서비스(3D 인테리어 도면 서비스 등),3
인테리어 서비스,40~49세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",2
인테리어 서비스,40~49세,여성,KBF 1순위,가격,1
인테리어 서비스,40~49세,여성,KBF 1순위,접근성,0
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",다양한 상품 판매,45
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",인테리어 제품별 디테일한 정보 제공,66
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문/후기,42
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",트렌디한 인테리어 예시 보유,32
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",25
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",인테리어 관련 제품 검색 편의성,36
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","다양한 부가 서비스 제공 (인테리어 시공, 수리 등)",28
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",이벤트/프로모션,23
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","정보 검색 편의성 (필터, 기능 등)",15
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",고객 응대 서비스,16
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",다양한 브랜드 입점,15
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",편의 서비스(3D 인테리어 도면 서비스 등),10
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",App 완성도 (UI 및 속도 등),2
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",3
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",가격,1
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",품질,0
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",배송속도,0
인테리어 서비스,40~49세,여성,"KBF 1,2,3순위 (중복응답)",접근성,0
인테리어 서비스,40~49세,여성,광고영향력,전혀 없다,1
인테리어 서비스,40~49세,여성,광고영향력,없는 편이다,3
인테리어 서비스,40~49세,여성,광고영향력,보통이다,44
인테리어 서비스,40~49세,여성,광고영향력,있는 편이다,72
인테리어 서비스,40~49세,여성,광고영향력,매우 있다,10
스킨케어,50~59세,여성,KBF 1순위,보습력/유분감,35
스킨케어,50~59세,여성,KBF 1순위,"기능성(미백, 주름개선 등)",43
스킨케어,50~59세,여성,KBF 1순위,저자극성,8
스킨케어,50~59세,여성,KBF 1순위,함유성분/원료,14
스킨케어,50~59세,여성,KBF 1순위,가격,7
스킨케어,50~59세,여성,KBF 1순위,주위의 평판/입소문,3
스킨케어,50~59세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",6
스킨케어,50~59세,여성,KBF 1순위,할인/이벤트,3
스킨케어,50~59세,여성,KBF 1순위,질감/농도,1
스킨케어,50~59세,여성,KBF 1순위,양/용량,0
스킨케어,50~59세,여성,KBF 1순위,향,3
스킨케어,50~59세,여성,KBF 1순위,전문가/인플루언서 추천,1
스킨케어,50~59세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",1
스킨케어,50~59세,여성,KBF 1순위,패키지/용기 편리성,0
스킨케어,50~59세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",2
스킨케어,50~59세,여성,KBF 1순위,제품 디자인,1
스킨케어,50~59세,여성,KBF 1순위,리뷰,0
스킨케어,50~59세,여성,KBF 1순위,트러블 유무,0
스킨케어,50~59세,여성,KBF 1순위,사용 경험,0
스킨케어,50~59세,여성,KBF 1순위,피부 적합도,0
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",보습력/유분감,86
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)","기능성(미백, 주름개선 등)",87
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",가격,42
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",저자극성,25
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",함유성분/원료,41
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,24
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,16
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",15
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",양/용량,3
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",질감/농도,6
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",향,11
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,3
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",패키지/용기 편리성,2
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",4
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,3
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",2
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",트러블 유무,0
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",피부 적합도,0
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",리뷰,0
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",사용 경험,0
스킨케어,50~59세,여성,"KBF 1,2,3순위 (중복응답)",ESG,0
스킨케어,50~59세,여성,최근 6개월 내 구매 경험,있다,116
스킨케어,50~59세,여성,최근 6개월 내 구매 경험,없다,23
스킨케어,50~59세,여성,향후 6개월 내 구매 의향,구매의향이 있다,112
스킨케어,50~59세,여성,향후 6개월 내 구매 의향,없다,27
스킨케어,50~59세,여성,광고영향력,전혀 없다,0
스킨케어,50~59세,여성,광고영향력,없는 편이다,9
스킨케어,50~59세,여성,광고영향력,보통이다,31
스킨케어,50~59세,여성,광고영향력,있는 편이다,76
스킨케어,50~59세,여성,광고영향력,매우 있다,12
뷰티 디바이스,50~59세,여성,최근 6개월 내 구매 경험,있다,51
뷰티 디바이스,50~59세,여성,최근 6개월 내 구매 경험,없다,88
