id,content_name,is_ott,∫–∑˘ƒ⁄µÂ,∞≥∫¿¿œ,∞®µ∂_π◊_PD,Ω√√ª¿⁄ºˆ,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
855,Fate/stay night: Unlimited Blade Works,N,KVARIETY_051,2013-03-20,NA,708128,TV,13,25,NA,Japan,Japanese,12ºº,"The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Toosaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prizeóthe Holy Grail, a magical artifact capable of granting its wielder any wish.",,,,
856,Shigatsu wa Kimi no Uso,N,MOVIE_FANTASY_GRIMREAPER,2019-11-02,NA,866554,TV,24,25,NA,Japan,Japanese,15ºº,"Music accompanies the path of the human metronome, the prodigious pianist Kousei Arima. But after the passing of his mother, Saki Arima, Kousei falls into a downward spiral, rendering him unable to hear the sound of his own piano.",,,,
857,Kobayashi-san Chi no Maid Dragon,N,KDRAMA_028,2020-12-14,NA,746007,TV,24,24,NA,Japan,Japanese,15ºº,"As Kobayashi sets off for another day at work, she opens her apartment door only to be met by an unusually frightening sightóthe head of a dragon, staring at her from across the balcony. The dragon immediately transforms into a cute, busty, and energetic young girl dressed in a maid outfit, introducing herself as Tooru.",,,,
858,Boku no Hero Academia,N,KVARIETY_186,2018-03-02,NA,675524,TV,12,24,NA,Japan,Japanese,15ºº,"The appearance of ""quirks,"" newly discovered super powers, has been steadily increasing over the years, with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless, and Izuku Midoriya is one such individual.",,,,
859,Tengen Toppa Gurren Lagann,N,KVARIETY_048,2012-06-18,NA,822800,TV,24,25,NA,Japan,Japanese,15ºº,"Simon and Kamina were born and raised in a deep, underground village, hidden from the fabled surface. Kamina is a free-spirited loose cannon bent on making a name for himself, while Simon is a timid young boy with no real aspirations. One day while excavating the earth, Simon stumbles upon a mysterious object that turns out to be the ignition key to an ancient artifact of war, which the duo dubs Lagann. Using their new weapon, Simon and Kamina fend off a surprise attack from the surface with the help of Yoko Littner, a hot-blooded redhead wielding a massive gun who wanders the world above.",,,,
860,Boku dake ga Inai Machi,N,MOVIE_SPORTS_SURFING,2021-03-03,NA,972215,TV,12,24,NA,Japan,Japanese,12ºº,"When tragedy is about to strike, Satoru Fujinuma finds himself sent back several minutes before the accident occurs. The detached, 29-year-old manga artist has taken advantage of this powerful yet mysterious phenomenon, which he calls ""Revival,"" to save many lives.",,,,
861,Kyoukai no Kanata,N,KVARIETY_031,2020-01-09,NA,668955,TV,24,25,NA,Japan,Japanese,15ºº,"Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such, Mirai is tasked with hunting down and killing ""youmu""ócreatures said to be the manifestation of negative human emotions. One day, while deep in thought on the school roof, Mirai comes across Akihito Kanbara, a rare half-breed of youmu in human form. In a panicked state, she plunges her blood saber into him only to realize that he's an immortal being. From then on, the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito, in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually, Akihito also manages to convince her to join the Literary Club, which houses two other powerful Spirit World warriors, Hiroomi and Mitsuki Nase.",,,,
862,New Game!,N,MOVIE_CRIME_HOSTAGE,2021-04-11,NA,732540,TV,12,23,NA,Japan,Japanese,15ºº,"Since childhood, Aoba Suzukaze has loved the Fairies Story game series, particularly the character designs. So when she graduates from high school, it is no surprise that she applies to work at Eagle Jump, the company responsible for making her favorite video game. On her first day, she is excited to learn that she will be working on a new installment to the series: Fairies Story 3óand even more so under Kou Yagami, the lead character designer.",,,,
863,No Game No Life,N,DRAMA_SOC_POLITICS,2024-11-20,NA,800806,TV,12,24,NA,Japan,Japanese,15ºº,"No Game No Life is a surreal comedy that follows Sora and Shiro, shut-in NEET siblings and the online gamer duo behind the legendary username ""Blank."" They view the real world as just another lousy game; however, a strange e-mail challenging them to a chess match changes everythingóthe brother and sister are plunged into an otherworldly realm where they meet Tet, the God of Games.",,,,
864,Houseki no Kuni (TV),N,KDRAMA_100,2024-09-11,NA,712056,TV,12,23,NA,Japan,Japanese,15ºº,"In the distant future, a new immortal and genderless life form called Gems populate the Earth. The 28 Gems must fight against the Lunarians, who attack them regularly to abduct them and to turn them into decorations. Each Gem is assigned a role, such as a fighter or a medic.",,,,
865,Kiznaiver,N,KVARIETY_049,2021-09-23,NA,667706,TV,24,23,NA,Japan,Japanese,15ºº,"Katsuhira Agata is a quiet and reserved teenage boy whose sense of pain has all but vanished. His friend, Chidori Takashiro, can only faintly remember the days before Katsuhira had undergone this profound change. Now, his muffled and complacent demeanor make Katsuhira a constant target for bullies, who exploit him for egregious sums of money. But their fists only just manage to make him blink, as even emotions are far from his grasp.",,,,
866,Nanatsu no Taizai,N,DRAMA_MEDICAL_SURGERY,2012-01-28,NA,898586,TV,24,24,NA,Japan,Japanese,15ºº,"In a world similar to the European Middle Ages, the feared yet revered Holy Knights of Britannia use immensely powerful magic to protect the region of Britannia and its kingdoms. However, a small subset of the Knights supposedly betrayed their homeland and turned their blades against their comrades in an attempt to overthrow the ruler of Liones. They were defeated by the Holy Knights, but rumors continued to persist that these legendary knights, called the ""Seven Deadly Sins,"" were still alive. Ten years later, the Holy Knights themselves staged a coup dí?tat, and thus became the new, tyrannical rulers of the Kingdom of Liones.",,,,
867,Mahoutsukai no Yome,N,MOVIE_ROM_GEN,2021-05-18,NA,884132,TV,12,23,NA,Japan,Japanese,15ºº,"Chise Hatori, a 15-year-old Japanese girl, was sold for five million pounds at an auction to a tall masked gentleman. Abandoned at a young age and ridiculed by her peers for her unconventional behavior, she was ready to give herself to any buyer if it meant having a place to go home to. In chains and on her way to an unknown fate, she hears whispers from robed men along her path, gossiping and complaining that such a buyer got his hands on a rare ""Sleigh Beggy.""",,,,
868,Kill la Kill,N,KVARIETY_164,2019-06-17,NA,920507,TV,24,23,NA,Japan,Japanese,15ºº,"After the murder of her father, Ryuuko Matoi has been wandering the land in search of his killer. Following her only leadóthe missing half of his invention, the Scissor Bladeóshe arrives at the prestigious Honnouji Academy, a high school unlike any other. The academy is ruled by the imposing and cold-hearted student council president Satsuki Kiryuuin alongside her powerful underlings, the Elite Four. In the school's brutally competitive hierarchy, Satsuki bestows upon those at the top special clothes called ""Goku Uniforms,"" which grant the wearer unique superhuman abilities. ",,,,
869,Shingeki no Kyojin,N,KDRAMA_013,2011-08-04,NA,745159,TV,13,23,NA,Japan,Japanese,12ºº,"Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations.",,,,
870,Akame ga Kill!,N,KVARIETY_156,2012-11-09,NA,886070,TV,24,24,NA,Japan,Japanese,12ºº,"Night Raid is the covert assassination branch of the Revolutionary Army, an uprising assembled to overthrow Prime Minister Honest, whose avarice and greed for power has lead him to take advantage of the child emperor's inexperience. Without a strong and benevolent leader, the rest of the nation is left to drown in poverty, strife, and ruin. Though the Night Raid members are all experienced killers, they understand that taking lives is far from commendable and that they will likely face retribution as they mercilessly eliminate anyone who stands in the revolution's way.",,,,
871,One Punch Man,N,DRAMA_MYST_HISTORICAL,2014-06-14,NA,1036604,TV,12,24,NA,Japan,Japanese,12ºº,"The seemingly ordinary and unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, he trained relentlessly for three yearsóand lost all of his hair in the process. Now, Saitama is incredibly powerful, so much so that no enemy is able to defeat him in battle. In fact, all it takes to defeat evildoers with just one punch has led to an unexpected problemóhe is no longer able to enjoy the thrill of battling and has become quite bored.",,,,
872,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,N,KVARIETY_151,2014-05-04,NA,868623,TV,24,25,NA,Japan,Japanese,15ºº,"Life in the bustling city of Orario is never dull, especially for Bell Cranel, a na?ve young man who hopes to become the greatest adventurer in the land. After a chance encounter with the lonely goddess, Hestia, his dreams become a little closer to reality. With her support, Bell embarks on a fantastic quest as he ventures deep within the city's monster-filled catacombs, known only as the ""Dungeon."" Death lurks around every corner in the cavernous depths of this terrifying labyrinth, and a mysterious power moves amidst the shadows.",,,,
873,3-gatsu no Lion,N,KVARIETY_055,2024-07-08,NA,712061,TV,13,25,NA,Japan,Japanese,15ºº,"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall.",,,,
874,Nejimaki Seirei Senki: Tenkyou no Alderamin,N,KDRAMA_033,2011-04-20,NA,780164,TV,24,23,NA,Japan,Japanese,12ºº,"The world is thrown into chaos when the Katjvarna empire takes arms against the Republic of Kioka. Our hero, Ikta, detests war but ultimately has no choice but to become a High Grade Military Officer to defend his land. No one could have ever imagined that this lazy womanizer would eventually become the hero everyone needed. ",,,,
875,Hibike! Euphonium,N,KVARIETY_199,2012-03-19,NA,823245,TV,12,24,NA,Japan,Japanese,15ºº,"After swearing off music due to an incident at the middle school regional concert band competition, euphonist Kumiko Oumae enters high school hoping for a fresh start. As fate would have it, she ends up being surrounded by people with an interest in the high school brass band. Kumiko finds the motivation she needs to make music once more with the help of her bandmates, some of whom are new like novice tubist Hazuki Katou; veteran contrabassist Sapphire Kawashima; and band vice president and fellow euphonist Asuka Tanaka. Others are old friends, like Kumiko's childhood friend and hornist-turned-trombonist Shuuichi Tsukamoto, and trumpeter and bandmate from middle school, Reina Kousaka.",,,,
876,Hai to Gensou no Grimgar,N,KVARIETY_004,2015-04-19,NA,906577,TV,24,25,NA,Japan,Japanese,15ºº,"Fear, survival, instinct. Thrown into a foreign land with nothing but hazy memories and the knowledge of their name, they can feel only these three emotions resonating deep within their souls. A group of strangers is given no other choice than to accept the only paying job in this game-like worldóthe role of a soldier in the Reserve Armyóand eliminate anything that threatens the peace in their new world, Grimgar.",,,,
877,Made in Abyss,N,DRAMA_WORK_FASHION,2010-09-13,NA,828737,TV,24,24,NA,Japan,Japanese,12ºº,"The Abyssóa gaping chasm stretching down into the depths of the earth, filled with mysterious creatures and relics from a time long past. How did it come to be? What lies at the bottom? Countless brave individuals, known as Divers, have sought to solve these mysteries of the Abyss, fearlessly descending into its darkest realms. The best and bravest of the Divers, the White Whistles, are hailed as legends by those who remain on the surface.",,,,
878,Knight's & Magic,N,MOVIE_COM_GEN,2018-03-11,NA,763304,TV,12,24,NA,Japan,Japanese,15ºº,"A mecha otaku is reincarnated into another world as Ernesti Echevarria, also known as Eru. In this world, huge humanoid weapons known as Silhouette Knights exist. Dreaming of piloting those robots, Eru and his friends, Archid Olter and Adeltrud Olter, aim to become Knight Runners.",https://myanimelist.cdn-dena.com/images/anime/5/85914.jpg,NA,NA,"Action, Fantasy, Mecha"
879,Little Witch Academia (TV),N,DRAMA_MYST_GEN,2018-08-27,NA,782722,TV,12,24,NA,Japan,Japanese,12ºº,"In a time when magic is on the decline amid society, Atsuko Kagari is a cheerful girl who enters Luna Nova Academy in order to accomplish her dream of becoming a witch like her idol, Shiny Chariot. Shiny Chariot is a famous witch who disappeared from public view many years ago. On her way to school, Kagari meets the kind Lotte Yanson and the mischevious Sucy Manbavaran and the three become friends as they share a bedroom in campus. At the academy, Atsuko soon discovers she is in serious disadvantage compared to the other girls since she doesn`t come from a magical family and is required to learn the magical curriculum from scratch. Having found an item that once belonged to Chariot, Atsuko must discover how to activate and properly use the mysterious Shiny Rod as she hopes it might lead to finding out what has truly happened to her vanished idol.",,,,
880,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",N,KVARIETY_147,2015-04-03,NA,868390,TV,12,25,NA,Japan,Japanese,12ºº,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts towards stopping the invasion.",,,,
881,Koutetsujou no Kabaneri,N,DRAMA_SOC_RACE,2015-02-02,NA,685743,TV,24,25,NA,Japan,Japanese,12ºº,"The world is in the midst of the industrial revolution when horrific creatures emerge from a mysterious virus, ripping through the flesh of humans to sate their never-ending appetite. The only way to kill these beings, known as ""Kabane,"" is by destroying their steel-coated hearts. However, if bitten by one of these monsters, the victim is doomed to a fate worse than death, as the fallen rise once more to join the ranks of their fellow undead.",,,,
882,Panty & Stocking with Garterbelt,N,DRAMA_ROM_BL,2013-09-10,NA,663158,TV,13,23,NA,Japan,Japanese,12ºº,"The ""Anarchy Sisters,"" Panty and Stocking, have been kicked out of Heaven for, to put it mildly, misbehaving. Led by a priest named Garterbelt, these angels must buy their way back by exterminating ghosts in Daten City. But this task requires unconventional weapons for these unorthodox angelsóthey transform their lingerie into weapons to dispatch the spirits. Unfortunately, neither of them take their duties seriously, as they rather spend their time in pursuit of other ""hobbies"": Panty prefers to sleep with anything that walks, and Stocking favors stuffing her face with sweets than hunting ghosts.",,,,
883,Rokka no Yuusha,N,DRAMA_SF_PARALLEL,2020-09-09,NA,737989,TV,12,25,NA,Japan,Japanese,15ºº,"An ancient legend states that with the revival of the Demon God, six heroesóthe Braves of the Six Flowersówill be chosen by the Goddess of Fate, granting them power to rise up against the fiends attempting to turn the world into a living hell. Adlet Mayer, self-proclaimed ""Strongest Man in the World,"" has arrived at the continent of Piena in hopes of becoming a Brave. Although it doesn't go as smoothly as he had planned, Adlet is ultimately chosen as one of the six heroes shortly after being greeted by Nashetania Loei Piena Augustra, crown princess and fellow Brave.",,,,
884,Utawarerumono: Itsuwari no Kamen,N,DRAMA_CRIME_CORRUPTION,2019-03-08,NA,870511,TV,12,25,NA,Japan,Japanese,15ºº,"Waking up cold and alone in the woods, a nameless man is surrounded by unfamiliar scenes. Without any memories, he is utterly lost until he stumbles upon Kuonóa young girl with animal ears and a tail. She saves him, leading him back to her town while protecting them both from ""boro-gigiri""ógiant centipede-like creaturesóand a mysterious red slime. After they arrive, she names him Haku after a prominent historical figure from the area. He quickly realizes he is one of a kindóthe only one without animal ears and a tail. The two journey to the capital of Yamato, the country in which Kuon lives, meeting more people and making new friends, all the while unknowingly delving deeper into the politics and inner conflicts of Yamato...",,,,
885,Re:Creators,N,MOVIE_FANTASY_FOLKLORE,2022-11-20,NA,651462,TV,13,23,NA,Japan,Japanese,12ºº,"Humans have designed countless worldsóeach one born from the unique imagination of its creator. Souta Mizushino is a high school student who aspires to be such a creator by writing and illustrating his own light novel. One day, while watching anime for inspiration, he is briefly transported into a fierce fight scene. When he returns to the real world, he realizes something is amiss: the anime's headstrong heroine, Celestia Yupitilia, has somehow returned with him.",,,,
886,Toaru Kagaku no Railgun,N,DRAMA_ROM_SECONDCHANCE,2023-08-16,NA,891884,TV,24,23,NA,Japan,Japanese,15ºº,"The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven ""Level 5"" espers are the most powerful in Academy City, and ranked third among them is middle schooler Mikoto Misaka, an electricity manipulator known as ""The Railgun.""",,,,
887,Ookami to Koushinryou,N,KVARIETY_070,2018-05-23,NA,825257,TV,13,24,NA,Japan,Japanese,15ºº,"Holo is a powerful wolf deity who is celebrated and revered in the small town of Pasloe for blessing the annual harvest. Yet as years go by and the villagers become more self-sufficient, Holo, who stylizes herself as the ""Wise Wolf of Yoitsu,"" has been reduced to a mere folk tale. When a traveling merchant named Kraft Lawrence stops at Pasloe, Holo offers to become his business partner if he eventually takes her to her northern home of Yoitsu. The savvy trader recognizes Holo's unusual ability to evaluate a person's character and accepts her proposition. Now in the possession of both sharp business skills and a charismatic negotiator, Lawrence inches closer to his goal of opening his own shop. However, as Lawrence travels the countryside with Holo in search of economic opportunities, he begins to realize that his aspirations are slowly morphing into something unexpected.",,,,
888,Youjo Senki,N,MOVIE_THR_TECH,2012-09-02,NA,936700,TV,24,24,NA,Japan,Japanese,12ºº,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of witsówhich resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history.",,,,
889,Kyoukai no Rinne (TV),N,KVARIETY_114,2020-05-05,NA,710994,TV,24,24,NA,Japan,Japanese,15ºº,"A very strange thing happened to Mamiya Sakura as a child: She disappeared in the woods behind her grandmother's house. Of course, Sakura doesn't quite recall what happened next, but she's been seeing dead people ever sinceóghosts at home, ghosts at school, and even ghosts on the street.",,,,
890,Isekai Shokudou,N,KVARIETY_100,2020-01-04,NA,886083,TV,24,24,NA,Japan,Japanese,15ºº,"At the bottom floor of the building with a dog signboard, in the shopping district near the office street, there lies a cafeteria called ""Youshoku no Nekoya,"" that has an illustration of a cat on the door. It's been open for fifty years and has satisfied various salarymen from nearby offices. Despite it being called a Western cuisine cafeteria, it also provides other varieties of menus. For the people of this certain world, it's their one-and-only special cafeteria.",,,,
891,Princess Principal,N,DRAMA_SF_GEN,2023-11-09,NA,753507,TV,24,23,NA,Japan,Japanese,12ºº,"In the early 20th century, the discovery of the substance Cavorite allowed the production of advanced military technology and steered the country toward conflict. London is now divided by a wall, and the Kingdom and the Commonwealth of Albion battle a silent war where espionage is the only weapon that can destabilize the enemy. A group of girls from the prestigious Queen's Mayfaire school work as undercover spies for the Commonwealth.  ",,,,
892,Sakura Quest,N,DRAMA_ROM_GEN,2015-03-18,NA,623708,TV,13,23,NA,Japan,Japanese,15ºº,"Tired of her rural home, recent college graduate Yoshino Koharu is desperate to lead a more exciting life in Tokyo. After a fruitless job hunt, she finally receives a part-time offer as queen of the bizarre ""Kingdom of Chupakabura,"" a rundown mini-attraction in the small agricultural town of Manoyama. However, Yoshino discovers upon her arrival in Manoyama that she was mistaken for a celebrity and the job offer was a mistake. Left with no other options, Yoshino reluctantly agrees to take on the role and aid the Board of Tourism in their efforts to revitalize Manoyama. Determined to bring excitement to the dying town with the help of local residents, the queen enacts a series of projects to highlight the beauty and charm of Manoyama's culture.",,,,
893,Akatsuki no Yona,N,DRAMA_WORK_LAWENFORCEMENT,2024-03-07,NA,814447,TV,12,23,NA,Japan,Japanese,15ºº,"Princess Yona lives a life of luxury and ease, completely sheltered from the problems of the seemingly peaceful Kingdom of Kouka; however, the sudden murder of the king and betrayal of her beloved cousin Su-won places Yona's life in mortal peril. Forced to escape only with Son Hak, who is both her childhood friend and bodyguard, the na?ve princess soon discovers that Kouka is not the idyllic place she envisioned it to be. Poverty, strife, and corruption run rampant, making reclaiming the throne nothing more than a wishful fantasy given the kingdom's current state.",,,,
894,Hitsugi no Chaika,N,DRAMA_ACTION_BODYGUARD,2022-10-11,NA,810126,TV,24,25,NA,Japan,Japanese,12ºº,"For 500 years, the Taboo Emperor, Arthur Gaz, ruled the Gaz Empire with an iron fist and conducted inhumane experiments on his own people. But his reign came to an end five years ago, when mighty warriorsólater known as the Eight Heroesódefeated him in a battle for the capital. His death ended the 300-yearlong war between the Gaz Empire and the alliance of six nations.",,,,
895,Re:Zero kara Hajimeru Isekai Seikatsu,N,DRAMA_WORK_SERVICE,2011-09-10,NA,700538,TV,13,23,NA,Japan,Japanese,12ºº,"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things aren't looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.",,,,
896,Kono Subarashii Sekai ni Shukufuku wo!,N,KDRAMA_006,2023-10-14,NA,749649,TV,13,23,NA,Japan,Japanese,15ºº,"After dying a laughable and pathetic death on his way back from buying a game, high school student and recluse Kazuma Satou finds himself sitting before a beautiful but obnoxious goddess named Aqua. She provides the NEET with two options: continue on to heaven or reincarnate in every gamer's dreamóa real fantasy world! Choosing to start a new life, Kazuma is quickly tasked with defeating a Demon King who is terrorizing villages. But before he goes, he can choose one item of any kind to aid him in his quest, and the future hero selects Aqua. But Kazuma has made a grave mistakeóAqua is completely useless!",,,,
897,Kino no Tabi: The Beautiful World - The Animated Series,N,KVARIETY_016,2023-10-17,NA,854194,TV,13,23,NA,Japan,Japanese,12ºº,"When 15-year-old Kino is feeling weighed down by heavy thoughts, one thing always manages to cheer her up: traveling. Nothing fills her heart with joy like exploring the beautiful, wonderful world around her and the fascinating ways people find to live. However, Kino is not as helpless as her cute appearance and courteous demeanor suggest. Armed with ""Cannon"" and ""Woodsman,"" her trusted handguns, Kino isnít afraid to kill anyone who would dare to get in her way. Always by her side is her best friend and loyal companion Hermes, a sentient motorcycle, who supports Kino through the sorrows and hardships of their journey. Together, they travel the vast countryside with the shared goal of always moving forward, and a single rule: never stay in one country for more than three days.",,,,
898,Musaigen no Phantom World,N,KDRAMA_094,2017-03-04,NA,714208,TV,13,23,NA,Japan,Japanese,15ºº,"Phantoms: supernatural entities such as ghosts or youkai that, until recently, were thought to be superstition. However, when a virus that infects the brain spreads throughout society, people's perception of the world changes as the mythical beings are revealed to have been living alongside humanity the entire time. This virus has also affected those of the next generation significantly, allowing them to develop special abilities that they can use to fight against dangerous phantoms.",,,,
899,Rokudenashi Majutsu Koushi to Akashic Records,N,MOVIE_THR_POLICE,2023-11-06,NA,773047,TV,24,23,NA,Japan,Japanese,12ºº,"The Alzano Empire is home to one of the most distinguished magic schools in the world: the Alzano Imperial Magic Academy. Here, ambitious young students undergo training to become competent magicians. Sistine Fibel, a stern noble girl, and her bright-eyed best friend Rumia Tingel attend the Academy, determined to cultivate their magical skills.",,,,
900,Drifters,N,KVARIETY_080,2022-03-04,NA,806684,TV,24,24,NA,Japan,Japanese,12ºº,"At the Battle of Sekigahara in 1600, Toyohisa Shimazu is the rearguard for his retreating troops, and is critically wounded when he suddenly finds himself in a modern, gleaming white hallway. Faced with only a stoic man named Murasaki and hundreds of doors on both sides, Toyohisa is pulled into the nearest door and into a world completely unlike his own.",,,,
901,Squid Game (ø¿¬°æÓ ∞‘¿”),Y,KDRAMA_033,2021-09-17,Hwang Dong-hyuk,111000000,Netflix,9,55,"Lee Jung-jae, Park Hae-soo",South Korea,Korean,19±›,"Hundreds of cash-strapped contestants accept an invitation to compete in children°Øs games for a tempting prize, but the stakes are deadly.",NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",Primetime Emmy Awards,"Thriller, Survival"
902,Parasite (±‚ª˝√Ê),N,KVARIETY_023,2019-05-30,Bong Joon-ho,10000000,CJ Entertainment,1,132,"Song Kang-ho, Lee Sun-kyun",South Korea,Korean,15ºº,"A poor family schemes to become employed by a wealthy family by infiltrating their household and posing as unrelated, highly qualified individuals.",NA,"≥›«√∏ØΩ∫:N, µ¡Ó¥œ+:N, ø”√≠:Y, ∆º∫˘:N, ø˛¿Ã∫Í:N",Academy Awards,"Thriller, Dark Comedy"
903,Train to Busan (∫ŒªÍ«‡),N,MOVIE_MYST_AMNESIA,2016-07-20,Yeon Sang-ho,11560000,Next Entertainment World,1,118,"Gong Yoo, Ma Dong-seok",South Korea,Korean,15ºº,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y, ∆º∫˘:N, ø˛¿Ã∫Í:Y",NA,"Horror, Action"
904,Crash Landing on You (ªÁ∂˚¿« ∫“Ω√¬¯),Y,MOVIE_FAM_STEPFAMILY,2019-12-14,Lee Jeong-hyo,20000000,tvN,16,70,"Hyun Bin, Son Ye-jin",South Korea,Korean,15ºº,A South Korean heiress accidentally crash-lands in North Korea and meets an army officer who decides he will help her hide.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Romance, Comedy"
905,Descendants of the Sun (≈¬æÁ¿« »ƒøπ),N,KVARIETY_188,2016-02-24,Lee Eung-bok,20500000,KBS2,16,60,"Song Joong-ki, Song Hye-kyo",South Korea,Korean,15ºº,A love story between a special forces captain and a doctor who meet in a disaster-torn country.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Romance, Action"
906,Goblin (µµ±˙∫Ò),Y,DRAMA_WORK_MILITARY,2016-12-02,Lee Eung-bok,18500000,tvN,16,75,"Gong Yoo, Kim Go-eun",South Korea,Korean,15ºº,"An immortal goblin seeks a human bride to end his cursed immortal life, meeting a high school girl destined to be his bride.",NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Fantasy, Romance"
907,My Love from the Star (∫∞ø°º≠ ø¬ ±◊¥Î),Y,MOVIE_ACTION_CAR,2013-12-18,Jang Tae-yoo,21000000,SBS,21,60,"Jun Ji-hyun, Kim Soo-hyun",South Korea,Korean,15ºº,An alien who landed on Earth 400 years ago falls in love with a famous actress in the modern era.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Romance, Fantasy"
908,Mr. Sunshine (πÃΩ∫≈Õ º«ª˛¿Œ),Y,KVARIETY_123,2018-07-07,Lee Eung-bok,16000000,tvN,24,75,"Lee Byung-hun, Kim Tae-ri",South Korea,Korean,15ºº,"In the early 1900s, a Korean-American returns to Joseon as a U.S. Marine officer and falls for an aristocrat°Øs daughter.",NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:N, ∆º∫˘:N, ø˛¿Ã∫Í:N",NA,"Historical, Romance"
909,Reply 1988 (¿¿¥‰«œ∂Û 1988),Y,KVARIETY_063,2015-11-06,Shin Won-ho,15000000,tvN,20,90,"Lee Hye-ri, Park Bo-gum",South Korea,Korean,15ºº,A nostalgic drama that follows five families living on the same street in 1988 and their growing children.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y, ∆º∫˘:Y, ø˛¿Ã∫Í:Y",NA,"Drama, Family"
910,Itaewon Class (¿Ã≈¬ø¯ ≈¨∂Ûæ≤),Y,MOVIE_MYST_SUPERNATURAL,2020-01-31,Kim Sung-yoon,12500000,JTBC,16,70,"Park Seo-joon, Kim Da-mi",South Korea,Korean,15ºº,An ex-con opens a bar restaurant in Itaewon while seeking revenge on a food conglomerate.,NA,"≥›«√∏ØΩ∫:Y, µ¡Ó¥œ+:N, ø”√≠:Y, ∆º∫˘:N, ø˛¿Ã∫Í:Y",NA,"Drama, Revenge"
